CÓDIGO DEPARTAMENTO,DEPARTAMENTO,PROVINCIA,CÓDIGO MUNICIPIO,MUNICIPIO,CODIGO DANE INSTITUCION EDUCATIVA,NOMBRE INSTITUCION EDUCATIVA,CODIGO DANE SEDE,NOMBRE SEDE EDUCATIVA,ZONA,PROYECTOS DE CONECTIVIDAD 2024,OPERADOR,ESTADO,MEDIO DE ENLACE,ANCHO DE BANDA DE SUBIDA (MB),ANCHO DE BANDA DESCARGA (MB),FINALIZACIÓN DEL CONTRATO,LATITUD,LONGITUD
15,BOYACÁ,CENTRO,15232,CHÍQUIZA,215232000135,I.E. TECNICA SAN PEDRO DE IGUAQUE,215232000127,ESC PATIECITOS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.641633539,-73.45028654
15,BOYACÁ,CENTRO,15232,CHÍQUIZA,215232000135,I.E. TECNICA SAN PEDRO DE IGUAQUE,215232000186,ESC RONDON,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.650833,-73.483056
15,BOYACÁ,CENTRO,15232,CHÍQUIZA,215232000020,I.E. TECNICA EL CERRO,215232000054,ESC RURAL RILKA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.633628,-73.424551
15,BOYACÁ,CENTRO,15232,CHÍQUIZA,215232000020,I.E. TECNICA EL CERRO,215232000101,ESC VERGARA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.684999216,-73.38408994
15,BOYACÁ,CENTRO,15232,CHÍQUIZA,215232000135,I.E. TECNICA SAN PEDRO DE IGUAQUE,215232000143,ESC VILLA ROSITA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.58495564,-73.49445696
15,BOYACÁ,GUTIÉRREZ,15180,CHISCAS,215180000174,I.E. JAIME RUIZ CARRILLO,215180000212,ESC EL LIMON,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.516457346,-72.52621045
15,BOYACÁ,GUTIÉRREZ,15180,CHISCAS,215180000034,I.E. LAS MERCEDES,215180000077,ESC LA MESETA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.551389,-72.446944
15,BOYACÁ,GUTIÉRREZ,15180,CHISCAS,215180000051,I.E. LAS CAÑAS,215180000361,ESC LA PERLA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.573923,-72.491416
15,BOYACÁ,GUTIÉRREZ,15180,CHISCAS,215180000051,I.E. LAS CAÑAS,215180000085,ESC RINCONCITOS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.613333,-72.474167
15,BOYACÁ,GUTIÉRREZ,15180,CHISCAS,215180000174,I.E. JAIME RUIZ CARRILLO,215180000174,I.E. JAIME RUIZ CARRILLO - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,6.537858432,-72.52888582
15,BOYACÁ,GUTIÉRREZ,15180,CHISCAS,215180000051,I.E. LAS CAÑAS,215180000051,I.E. LAS CAÑAS - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,6.603333,-72.484167
15,BOYACÁ,GUTIÉRREZ,15180,CHISCAS,215180000034,I.E. LAS MERCEDES,215180000034,I.E. LAS MERCEDES - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,6.576048781,-72.46910186
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000230,SEDE CHIPA BETEL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.176715803,-72.49498527
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000281,SEDE DIMIZA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.175772,-72.487152
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000647,SEDE EL HELECHAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.169167,-72.494167
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000132,SEDE EL MORTIÑAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.151389,-72.427222
15,BOYACÁ,VALDERRAMA,15183,CHITA,215183000337,I.E. JESUS EMILIO JARAMILLO MONSALVE,215183000167,SEDE EL RESGUARDO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.16333,-72.48606
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000485,SEDE LA FLORESTA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.92,-72.389167
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000566,SEDE LA FLORESTA UNO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.939722,-72.4275
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000434,SEDE PARROQUITA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.189945606,-72.47061959
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000302,SEDE QUICHOVA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.241437142,-72.49745991
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000391,I.E. JOSE MARIA POTIER,215183000272,SEDE VICHACUCA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.169716,-72.480152
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON,215183000493,ESC BUENAVISTA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.201842911,-72.46700281
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON,215183000388,ESC CANOAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.148611,-72.480556
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON,215183000175,ESC LA CALDERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.157222,-72.472222
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON,215183000213,ESC LA FERREIRA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.2075,-72.5225
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON,215183000329,ESC LA PLAYA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.186389,-72.4725
15,BOYACÁ,VALDERRAMA,15183,CHITA,115183000022,I.E. NORMAL SUPERIOR SAGRADO CORAZON,215183000612,ESC PALONEGRO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.9475,-72.432778
15,BOYACÁ,VALDERRAMA,15183,CHITA,215183000060,I.E. EL MORAL,215183000060,I.E. EL MORAL - SEDE PRINCIPAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,4.5,18,12/01/2032 12:00:00 AM,5.954448251,-72.37046283
15,BOYACÁ,VALDERRAMA,15183,CHITA,215183000060,I.E. EL MORAL,215183000582,SEDE  LA CHORRERA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.151111,-72.481667
15,BOYACÁ,VALDERRAMA,15183,CHITA,215183000060,I.E. EL MORAL,215183000558,SEDE EL PUERTO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.07011355,-72.51632934
15,BOYACÁ,RICAURTE,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000041,ESC CAPITA Y VILLABONA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.039222728,-73.407548
15,BOYACÁ,RICAURTE,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000067,ESC GUAMOS Y LADERAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.996926,-73.400178
15,BOYACÁ,RICAURTE,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000075,ESC MOTAVITA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.971872646,-73.43128008
15,BOYACÁ,RICAURTE,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000083,ESC PALMICHAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.005388,-73.43391
15,BOYACÁ,RICAURTE,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000113,ESC SANTO DOMINGO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.970482,-73.45754
15,BOYACÁ,RICAURTE,15185,CHITARAQUE,315185000169,I.E. SAN PEDRO CLAVER,215185000121,ESC TUME CHICO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.012815,-73.467596
15,BOYACÁ,CENTRO,15187,CHIVATÁ,315187000069,I.E. AGROPECUARIO,215187000056,ESC EL MORAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.532365715,-73.28473186
15,BOYACÁ,CENTRO,15187,CHIVATÁ,315187000069,I.E. AGROPECUARIO,215187000013,ESC PONTEZUELAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.611095,-73.238564
15,BOYACÁ,CENTRO,15187,CHIVATÁ,315187000069,I.E. AGROPECUARIO,215187000081,ESC RICAYA NORTE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.566056503,-73.29008564
15,BOYACÁ,CENTRO,15187,CHIVATÁ,315187000069,I.E. AGROPECUARIO,215187000048,ESC RICAYA SUR,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.549269406,-73.29881827
15,BOYACÁ,ORIENTE,15236,CHIVOR,115022000260,I.E. TECNICO AGROPECUARIO LA ESMERALDA,215022000281,ESC EL PINO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,4.88428404,-73.38601522
15,BOYACÁ,ORIENTE,15236,CHIVOR,115022000260,I.E. TECNICO AGROPECUARIO LA ESMERALDA,215022000043,ESC EL SINAI,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,4.857521052,-73.36064422
15,BOYACÁ,ORIENTE,15236,CHIVOR,115022000260,I.E. TECNICO AGROPECUARIO LA ESMERALDA,215022000213,ESC SAN FRANCISCO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,4.863689805,-73.36508786
15,BOYACÁ,ORIENTE,15236,CHIVOR,115022000260,I.E. TECNICO AGROPECUARIO LA ESMERALDA,215022000272,ESC SAN MARTIN,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,4.900032503,-73.36244309
15,BOYACÁ,MÁRQUEZ,15189,CIÉNEGA,115189000148,I.E. TECNICA JOSE CAYETANO VASQUEZ,215189000126,COL EDUC BAS CEBADAL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,4.5,18,12/01/2032 12:00:00 AM,5.382778,-73.308889
15,BOYACÁ,MÁRQUEZ,15189,CIÉNEGA,115189000148,I.E. TECNICA JOSE CAYETANO VASQUEZ,215189000088,ESC TAPIAS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.373352,-73.306397
15,BOYACÁ,MÁRQUEZ,15189,CIÉNEGA,115189000148,I.E. TECNICA JOSE CAYETANO VASQUEZ,215189000096,SEDE SAN VICENTE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.410184,-73.270217
15,BOYACÁ,CENTRO,15204,CÓMBITA,215204000294,I.E. SAN FRANCISCO,215204000081,ESC EL CARMEN,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.696662134,-73.27634515
15,BOYACÁ,CENTRO,15204,CÓMBITA,115204000176,I.E. INTEGRADO,215204000146,ESC EL ROBLE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.662445484,-73.34463568
15,BOYACÁ,CENTRO,15204,CÓMBITA,115204000176,I.E. INTEGRADO,215204000201,ESC LA CONCEPCION,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.661038,-73.291591
15,BOYACÁ,CENTRO,15204,CÓMBITA,115204000176,I.E. INTEGRADO,215204000243,ESC LA ESPERANZA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.628122,-73.30398
15,BOYACÁ,CENTRO,15204,CÓMBITA,215204000278,I.E. SANTA BARBARA,215204000260,ESC LA PLAYA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.69464,-73.34794
15,BOYACÁ,CENTRO,15204,CÓMBITA,215204000294,I.E. SAN FRANCISCO,215204000073,ESC LAS MERCEDES,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.69625751,-73.31010883
15,BOYACÁ,CENTRO,15204,CÓMBITA,215204000278,I.E. SANTA BARBARA,215204000111,ESC PIEDRA BLANCA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.730928,-73.35462
15,BOYACÁ,CENTRO,15204,CÓMBITA,215204000294,I.E. SAN FRANCISCO,215204000103,ESC SAN FRANCISCO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.680529388,-73.2995211
15,BOYACÁ,CENTRO,15204,CÓMBITA,215204000294,I.E. SAN FRANCISCO,215204000031,ESC SAN ISIDRO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.64621756,-73.30732573
15,BOYACÁ,CENTRO,15204,CÓMBITA,215204000294,I.E. SAN FRANCISCO,215204000057,ESC SAN MARTIN,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.671392258,-73.28181791
15,BOYACÁ,CENTRO,15204,CÓMBITA,115204000176,I.E. INTEGRADO,215204000049,ESC SAN RAFAEL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.66358644,-73.3393601
15,BOYACÁ,CENTRO,15204,CÓMBITA,215204000278,I.E. SANTA BARBARA,215204000332,ESC SANTA BARBARA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,5.71436,-73.33197
15,BOYACÁ,CENTRO,15204,CÓMBITA,215204000405,INSTITUCION EDUCATIVA JUAN XXIII,215204000405,INSTITUCION EDUCATIVA JUAN XXIII,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,,
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000414,ESC SAN RAFAEL,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.525387588,-74.00649878
15,BOYACÁ,OCCIDENTE,15212,COPER,115212000266,I.E. JUANA CAPORAL,215212000155,ESC SANTA ROSA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.451933627,-74.0209897
15,BOYACÁ,TUNDAMA,15215,CORRALES,315215000029,I.E. TECNICA JUAN JOSE SAMANIEGO,215215000032,ESC EL BUJIO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,5.812517629,-72.83421905
15,BOYACÁ,NORTE,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000157,ESC ANTONIO NARIÑO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.471685,-72.718905
15,BOYACÁ,NORTE,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000114,ESC CHIVASCOQUE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.523164147,-72.74381175
15,BOYACÁ,NORTE,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000106,ESC LA CAPILLA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.5582029,-72.79673632
15,BOYACÁ,NORTE,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000092,ESC LIMON DULCE,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.516141048,-72.71202548
15,BOYACÁ,NORTE,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000076,ESC PEÑALISA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.496822204,-72.73248884
15,BOYACÁ,NORTE,15218,COVARACHÍA,115218000209,I.E. SAN LUIS BELTRAN,215218000041,ESC SAN LUIS,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,EN OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.5625277777778,-72.77025
15,BOYACÁ,GUTIÉRREZ,15223,CUBARÁ,315223000119,I.E. TECNICA NACIONALIZADA PABLO VI,215223000360,ESC BRISAS DEL ARAUCA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,7.005160163,-71.96956287
15,BOYACÁ,GUTIÉRREZ,15223,CUBARÁ,215223000076,INSTITUCION EDUCATIVA KERÁ SHIKARÁ,215223000238,ESC CAMPO ALICIA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.931396872,-71.99664113
15,BOYACÁ,GUTIÉRREZ,15223,CUBARÁ,315223000119,I.E. TECNICA NACIONALIZADA PABLO VI,215223000131,ESC EL BOJABA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.965851467,-71.97960419
15,BOYACÁ,GUTIÉRREZ,15223,CUBARÁ,315223000119,I.E. TECNICA NACIONALIZADA PABLO VI,215223000041,ESC EL GUAMO,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,7.008872122,-72.02452842
15,BOYACÁ,GUTIÉRREZ,15223,CUBARÁ,315223000119,I.E. TECNICA NACIONALIZADA PABLO VI,215223000084,ESC EL ROYOTA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.99999174,-71.9925247
15,BOYACÁ,GUTIÉRREZ,15223,CUBARÁ,215223000076,INSTITUCION EDUCATIVA KERÁ SHIKARÁ,215223000050,ESC INDIGENA FATIMA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,6.97094564,-72.09034768
15,BOYACÁ,GUTIÉRREZ,15223,CUBARÁ,215223000076,INSTITUCION EDUCATIVA KERÁ SHIKARÁ,215223000599,ESC INDIGENA GUALANDAY,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3.75,15,12/01/2032 12:00:00 AM,7.027003615,-72.20084648
15,BOYACÁ,GUTIÉRREZ,15223,CUBARÁ,215223000076,INSTITUCION EDUCATIVA KERÁ SHIKARÁ,215223000106,ESC INDIGENA LA BARROSA,RURAL,CENTRO DIGITAL,UNIÓN TEMPORAL DE ETB NET COLOMBIA CONECTADA,PENDIENTE INICIO OPERACIÓN,NA,3,12,12/01/2032 12:00:00 AM,6.968801999,-72.12237185
